Entity,Code,Year,Population - Scenario: SSP2 - Sex: All -
 Age: All -
 Education: Post Secondary,Population - Scenario: SSP2 - Sex: All -
 Age: All -
 Education: Upper Secondary,Population - Scenario: SSP2 - Sex: All -
 Age: All -
 Education: Lower Secondary,Population - Scenario: SSP2 - Sex: All -
 Age: All -
 Education: Primary,Population - Scenario: SSP2 - Sex: All -
 Age: All -
 Education: Incomplete Primary,Population - Scenario: SSP2 - Sex: All -
 Age: All -
  Education: None,Population - Scenario: SSP2 - Sex: All -
 Age: All -
 Education: Under 15,Population - Scenario: SSP2 - Sex: All -
 Age: All -
 Education: Post Secondary,Population - Scenario: SSP2 - Sex: All -
 Age: All -
 Education: Upper Secondary,Population - Scenario: SSP2 - Sex: All -
 Age: All -
 Education: Lower Secondary,Population - Scenario: SSP2 - Sex: All -
 Age: All -
 Education: Primary,Population - Scenario: SSP2 - Sex: All -
 Age: All -
 Education: Incomplete Primary,Population - Scenario: SSP2 - Sex: All -
 Age: All -
  Education: None,Population - Scenario: SSP2 - Sex: All -
 Age: All -
 Education: Under 15
World,OWID_WRL,1965,67658000,245690700,312466500,461490900,242527410,752980000,1264782000,67658000,245690700,312466500,461490900,242527410,752980000,1264782000
World,OWID_WRL,1970,91538800,316042400,371971400,515122600,263625180,763353860,1388757900,91538800,316042400,371971400,515122600,263625180,763353860,1388757900
World,OWID_WRL,1975,124623300,401159900,440764500,564944300,282021000,774891000,1502682900,124623300,401159900,440764500,564944300,282021000,774891000,1502682900
World,OWID_WRL,1980,168092800,499145300,528819360,615829300,298745000,788703360,1573800700,168092800,499145300,528819360,615829300,298745000,788703360,1573800700
World,OWID_WRL,1985,223706500,609813200,634257150,661055700,314944600,800640640,1647098800,223706500,609813200,634257150,661055700,314944600,800640640,1647098800
World,OWID_WRL,1990,287764400,731822000,737582500,694500000,327654700,803619840,1752028200,287764400,731822000,737582500,694500000,327654700,803619840,1752028200
World,OWID_WRL,1995,361460400,856957500,833792900,724561660,339660900,810709200,1829681700,361460400,856957500,833792900,724561660,339660900,810709200,1829681700
World,OWID_WRL,2000,443257180,1001760000,939127000,756804160,350202800,812092800,1849246600,443257180,1001760000,939127000,756804160,350202800,812092800,1849246600
World,OWID_WRL,2005,542710850,1171070500,1058330100,782156860,359023580,803685700,1832918300,542710850,1171070500,1058330100,782156860,359023580,803685700,1832918300
World,OWID_WRL,2010,677788160,1315111200,1165893500,800371140,367221100,781899900,1864424100,677788160,1315111200,1165893500,800371140,367221100,781899900,1864424100
World,OWID_WRL,2015,804009800,1458182000,1263201000,805879700,363627800,757550660,1930549000,804009800,1458182000,1263201000,805879700,363627800,757550660,1930549000
World,OWID_WRL,2020,943559700,1652627700,1230863700,825392700,383431500,756762400,2012336100,943559700,1652627700,1230863700,825392700,383431500,756762400,2012336100
