Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Bolivia,,,,,,,,,,,,,,,,,,,,,97.8182830810547,97.7385025024414,98.7406997680664,95.9917831420898,91.8683013916016,89.0040893554688,89.7464065551758,90.7919387817383,93.5634765625,90.859489440918,92.4228591918945,,96.9193115234375,96.3125305175781
Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barbados,,,,,,,,,,96.6963806152344,95.9540481567383,102.705307006836,101.018432617188,107.157157897949,99.5275573730469,99.7810592651367,97.4972229003906,97.0198669433594,97.982551574707,98.481559753418,97.3796768188477,97.1083068847656,,,,,,,88.6160736083984,84.5130386352539,97.3224716186523,101.801239013672,89.8101272583008,97.9381408691406
Brunei Darussalam,,,,,,,,89.7891235351562,94.7599487304688,97.7049179077148,98.2191772460938,102.403312683105,103.002243041992,107.609306335449,105.031448364258,105.877288818359,105.018753051758,105.035972595215,104.533569335938,104.025039672852,107.170715332031,108.836395263672,103.684364318848,104.556213378906,97.616943359375,100.208709716797,103.957054138184,102.369819641113,102.77953338623,95.6383285522461,100.381317138672,,,97.7004547119141
Bhutan,,,,21.0289402008057,25.8302593231201,,,,44.7589111328125,50.1531715393066,51.5241317749023,51.0854797363281,,,,,72.1827774047852,,84.3834075927734,88.6407470703125,98.9466171264648,99.0509567260742,107.060539245605,102.049362182617,103.071617126465,100.412399291992,102.038230895996,99.6057968139648,89.4843292236328,82.0812683105469,89.9953231811523,97.0959014892578,86.8673934936523,
Botswana,96.2213134765625,95.7071075439453,95.1899108886719,93.6102981567383,98.5294799804688,94.6861267089844,96.4582138061523,,93.6207733154297,90.9098968505859,90.1991424560547,93.4828186035156,94.5246505737305,95.1370468139648,95.1660766601562,95.5467376708984,97.5789031982422,92.8852691650391,95.3886489868164,97.6328887939453,,,98.4614715576172,97.1184005737305,71.6099700927734,,,,,,,,93.3829574584961,
Central African Republic,19.876350402832,20.1123104095459,15.5456600189209,,,,,,,,,,,,15.8681402206421,17.6154899597168,18.2165699005127,,23.4958992004395,25.988639831543,26.5254497528076,28.6760292053223,30.3383293151855,,,,29.8765296936035,40.0755996704102,,,,,,
Canada,,,,,,,,,95.1507263183594,97.7160415649414,98.2839584350586,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,94.8424987792969,92.9643173217773,92.8066329956055,93.5124893188477,93.6991577148438,92.5437698364258,94.4050827026367,95.6964492797852,96.081672668457,97.3386917114258,97.572151184082,100.198097229004,99.775390625,98.9024505615234,98.8183364868164,98.7256164550781,98.8235778808594,97.9621276855469,96.9302215576172,97.4077606201172,97.989616394043,97.8565368652344,96.8332214355469,96.5982894897461,96.4415893554688,97.6834869384766,97.0898666381836,99.1802825927734,93.9926986694336,93.8429183959961,94.574592590332,95.1323776245117,95.3651962280273,95.3965377807617
Switzerland,51.8594207763672,53.1466217041016,54.4596481323242,57.8611793518066,60.5613594055176,,73.5175476074219,,,96.710090637207,98.770637512207,96.3894500732422,97.5895309448242,96.7873764038086,98.1534118652344,96.3820495605469,98.1537933349609,97.4160614013672,98.2243423461914,97.9227066040039,98.73095703125,97.7118301391602,97.7123184204102,94.7278289794922,97.3618392944336,97.5486068725586,95.2120819091797,97.267822265625,95.4034194946289,94.6508102416992,95.2465896606445,96.3942031860352,95.5380325317383,
Channel Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,,,,,,,,,,,,,,,,,,,,,,95.1889495849609,97.5218200683594,96.6104583740234,98.1872329711914,97.6334915161133,97.8263931274414,97.52880859375,97.6894683837891,96.9540100097656,97.5408630371094,97.7230606079102,98.8135299682617,
China,,,,,,,90.0827331542969,91.5138778686523,,,,,,,,,92.9709396362305,97.0764007568359,105.72486114502,106.323928833008,105.377182006836,,,,,,,,,,,,,
Cote d'Ivoire,29.5753898620605,30.841869354248,29.0198402404785,30.4232807159424,31.7311992645264,31.1339797973633,32.7385406494141,31.5510406494141,34.0277900695801,,33.3517189025879,37.4980316162109,,,,,32.5994987487793,35.8385810852051,,37.3548583984375,,46.7068214416504,45.870849609375,46.2720108032227,47.547290802002,53.0774688720703,56.6850814819336,61.946720123291,65.8000793457031,70.6708908081055,73.6503372192383,72.1432189941406,68.1644821166992,80.1363220214844
Cameroon,54.516429901123,51.1294288635254,,,,,,,,44.6377487182617,46.6730003356934,,,52.4137191772461,53.627799987793,,47.0485000610352,49.4822998046875,64.8987426757812,64.7765579223633,66.5326995849609,65.2488021850586,69.4360809326172,,68.9205474853516,70.2440490722656,69.1732330322266,64.4313278198242,60.9040107727051,62.0059204101562,62.9655227661133,65.1495819091797,66.2083892822266,68.1609420776367
"Congo, Dem. Rep.",,37.9360618591309,35.1645011901855,44.3549194335938,36.8052406311035,,,,,30.64674949646,,,32.3329582214355,,,,,39.9390983581543,44.6374816894531,47.9074096679688,51.7605514526367,52.032039642334,57.4362106323242,59.7097015380859,58.992115020752,67.4712524414062,,,,,74.7407531738281,79.1898193359375,,74.1452026367188
"Congo, Rep.",59.4893493652344,51.3461685180664,63.4836807250977,63.228588104248,53.7522010803223,,47.791618347168,,,30.4950103759766,,53.7171897888184,55.8758583068848,51.7402114868164,73.240348815918,64.774543762207,69.6171569824219,69.7149429321289,65.3784408569336,64.537712097168,65.7303771972656,73.9123611450195,76.591178894043,,,74.3932876586914,,,66.0263519287109,,,,,71.7173461914062
Colombia,88.9537963867188,79.0676498413086,90.9681930541992,88.7521896362305,87.1276397705078,90.9303131103516,91.7726135253906,,97.2524032592773,98.8659973144531,101.64225769043,,98.6187973022461,,105.75080871582,108.820167541504,114.702697753906,116.764259338379,116.283157348633,121.891090393066,121.28840637207,118.816680908203,113.07731628418,102.958961486816,102.17431640625,101.969100952148,102.69677734375,106.483459472656,105.190063476562,103.186859130859,99.61083984375,98.2741165161133,96.7505111694336,
Comoros,,,38.2915802001953,,,,,,,44.7578392028809,,,52.1356315612793,51.3272018432617,57.1338195800781,,,57.4160385131836,60.0589294433594,,,,,77.3655319213867,84.2092742919922,,,81.8561553955078,,,,,,
Cabo Verde,50.8062782287598,,,,62.1299591064453,,,,96.9939575195312,,103.993690490723,98.4824523925781,99.2262802124023,101.05396270752,96.299186706543,84.2285537719727,95.4538421630859,90.4952087402344,98.505729675293,93.3517074584961,95.7150421142578,91.8226776123047,92.2021713256836,89.435173034668,91.6459121704102,95.6730804443359,89.8373184204102,84.8456268310547,84.1860504150391,92.4140472412109,85.195686340332,87.148063659668,,
Costa Rica,,79.9864120483398,82.5402297973633,84.0830764770508,82.9858779907227,81.4541015625,84.0120697021484,,,86.2701416015625,92.0938034057617,92.6877822875977,96.6647567749023,,96.4581680297852,95.9079513549805,91.4553680419922,93.4215087890625,96.4099197387695,99.1332015991211,99.6685028076172,99.8558731079102,96.9700927734375,96.0623092651367,99.6901779174805,95.1086502075195,95.3045501708984,95.488037109375,96.1244583129883,96.9159393310547,97.4142990112305,98.4024963378906,100.887619018555,
Caribbean small states,95.0346908569336,94.0172882080078,93.2129211425781,91.896598815918,90.6507186889648,89.3301696777344,89.8635025024414,88.8906097412109,89.8034133911133,90.648078918457,89.6794586181641,85.2499465942383,88.3180465698242,86.7932662963867,88.3671188354492,90.0925674438477,90.6378479003906,90.1279067993164,89.6844711303711,89.9938201904297,90.6365203857422,92.1800384521484,99.1378402709961,95.7420425415039,93.8026962280273,92.5621871948242,91.1369323730469,91.1067504882812,88.9777526855469,90.8076324462891,86.4123382568359,87.694580078125,87.8550109863281,87.6269073486328
Cuba,,,,,,,,,,99.2309188842773,99.0315780639648,97.0858688354492,99.9505233764648,97.066162109375,95.8498687744141,96.6129684448242,96.4385375976562,97.9055099487305,92.6689071655273,97.9285888671875,96.3538970947266,95.2941513061523,92.3872299194336,91.7502670288086,96.4826736450195,96.2795486450195,95.5227127075195,96.2764663696289,91.5126724243164,91.321533203125,94.8239898681641,97.1699523925781,93.3855133056641,93.2537384033203
Curacao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,,,,,,,,,,107.441856384277,102.978721618652,100.398406982422,108.208961486816,,92.5531921386719,105.035972595215,89.3772888183594,111.956520080566,93.5714263916016,,,105.396827697754,106.79012298584,105.351173400879,,,,,126.523300170898,112.087913513184,,110.946746826172,91.8158569335938,86.5638809204102
Cyprus,,,,,,,,,,,97.2732315063477,98.5783767700195,100.902763366699,102.752471923828,86.3794326782227,98.5299530029297,99.5320129394531,98.103141784668,97.719612121582,99.8577499389648,100.858917236328,101.551567077637,99.6903305053711,97.8568267822266,100.097213745117,97.7970504760742,98.9318237304688,101.156867980957,101.860679626465,102.125198364258,99.4018402099609,100.749061584473,100.143241882324,
Czechia,,,,97.4021377563477,100.883003234863,,107.27417755127,,,99.4282379150391,101.900909423828,97.8253631591797,102.532577514648,100.580467224121,100.144836425781,106.73844909668,104.31706237793,105.084053039551,101.049110412598,100.78946685791,101.859939575195,100.808853149414,98.971061706543,99.258430480957,99.5554580688477,97.4269714355469,97.9728698730469,97.3155975341797,93.3873062133789,96.514892578125,96.5886306762695,101.592529296875,102.676872253418,
Germany,,,,100.882110595703,99.9590225219727,100.254951477051,99.2291793823242,99.7187576293945,,100.142349243164,99.0539398193359,107.027290344238,103.388366699219,102.069488525391,102.837127685547,101.042137145996,99.6868667602539,102.223342895508,102.80394744873,104.005561828613,101.133728027344,103.636436462402,102.055450439453,101.803207397461,99.2480010986328,101.870109558105,100.095687866211,97.649169921875,98.7400817871094,99.9308776855469,98.487190246582,101.021011352539,98.0000991821289,
Djibouti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,,,,,,,,,,119.860137939453,109.97151184082,113.169319152832,105.417282104492,99.8537979125977,106.997077941895,111.764709472656,99.4047622680664,101.694923400879,97.5923004150391,91.2013473510742,87.52197265625,99.6569519042969,96.7521362304688,93.4973602294922,101.701316833496,100.0,103.441680908203,,,87.5239944458008,,82.8571395874023,85.3002090454102,85.7142868041992
Denmark,99.9215087890625,99.3183670043945,98.6122894287109,100.495796203613,100.757827758789,,,,100.632469177246,100.106826782227,100.0,99.4754409790039,102.681480407715,,100.064147949219,98.8537368774414,103.731300354004,100.0,99.5552825927734,98.7832717895508,99.5480194091797,101.071739196777,99.7669067382812,99.302116394043,100.181266784668,99.7646179199219,100.89331817627,101.102592468262,99.6264190673828,100.529312133789,99.6574783325195,99.5444564819336,99.5729675292969,
Dominican Republic,,,,,,,,,,77.177116394043,82.5804977416992,,95.9025115966797,,90.4875030517578,,89.3376922607422,95.243049621582,,93.8245468139648,92.1648864746094,94.0067367553711,94.5736465454102,94.8155517578125,94.8476409912109,97.9173126220703,96.9923095703125,95.0231323242188,93.244010925293,93.3884735107422,96.9038391113281,88.9884719848633,90.1221313476562,85.9290466308594
Algeria,72.9720993041992,73.1249923706055,74.6633682250977,73.679313659668,72.8135986328125,74.7941665649414,78.0746688842773,80.4597320556641,,83.1597137451172,82.4775085449219,89.6297302246094,92.6878967285156,94.5012283325195,97.1799774169922,98.5751419067383,86.9479370117188,99.3132934570312,110.763076782227,97.5703277587891,97.6657333374023,97.4447479248047,99.4411468505859,101.97501373291,101.776527404785,98.4185104370117,100.851547241211,102.802917480469,103.524276733398,100.291580200195,102.213920593262,99.5935592651367,96.0903625488281,100.725112915039
East Asia & Pacific (excluding high income),,,,,,92.3672790527344,89.615592956543,90.4507675170898,92.1334533691406,93.7218322753906,95.810661315918,97.9664077758789,96.8620529174805,96.2436370849609,95.4212188720703,94.965950012207,94.1395416259766,96.8400192260742,102.054252624512,102.735977172852,102.521858215332,101.31510925293,99.1793212890625,99.7673721313477,96.1406326293945,94.2878570556641,96.3360214233398,98.0120468139648,99.3516693115234,98.5169296264648,96.4495086669922,98.2072601318359,98.2236633300781,
Early-demographic dividend,63.9005699157715,64.5595397949219,65.6130828857422,66.6566772460938,67.7894821166992,68.8333511352539,68.7374496459961,68.4288711547852,68.5770797729492,68.5712432861328,70.0746536254883,73.2894897460938,74.5986785888672,78.3109664916992,80.5625610351562,83.1823883056641,84.1973495483398,86.2487106323242,88.0436019897461,89.520751953125,89.8475189208984,89.6616821289062,91.491828918457,91.5557632446289,92.4866409301758,92.7596282958984,93.4609527587891,92.4058227539062,91.9432907104492,92.0824508666992,93.1867828369141,93.5071334838867,99.1675186157227,91.1077270507812
East Asia & Pacific,,,,,,93.3151321411133,90.6417617797852,91.3112335205078,92.8067932128906,94.1907806396484,96.1891708374023,98.2076034545898,97.0800476074219,96.654670715332,95.8941879272461,95.4523162841797,94.7041931152344,97.2394485473633,102.027770996094,102.70890045166,102.536521911621,101.343368530273,99.4486083984375,100.061973571777,96.5506210327148,94.8402633666992,96.7620468139648,98.2539596557617,99.4461364746094,98.7253723144531,96.8324890136719,98.4573211669922,98.3957901000977,
Europe & Central Asia (excluding high income),,,96.054313659668,93.7407073974609,93.6694793701172,93.0052337646484,92.5864028930664,92.457878112793,93.3342590332031,94.2956695556641,94.7277374267578,96.4730682373047,97.8609924316406,97.1609725952148,99.044921875,101.876388549805,98.1248474121094,97.7186431884766,97.4890899658203,97.9850234985352,97.5221176147461,99.7032318115234,98.5413436889648,98.6032028198242,98.3322906494141,96.9996795654297,110.892852783203,95.5396194458008,94.1039505004883,96.3219985961914,98.1435012817383,98.5122299194336,98.0962600708008,97.8830413818359
Europe & Central Asia,,,96.0400466918945,95.4371871948242,95.4486236572266,94.970100402832,95.248161315918,95.5937881469727,96.1755828857422,96.8996887207031,96.4248275756836,98.4502029418945,98.5334320068359,97.7861022949219,98.2894287109375,98.8251190185547,97.5553512573242,97.6046981811523,97.9078598022461,97.6908798217773,97.2585220336914,97.7509307861328,97.7781829833984,97.5919036865234,97.3801498413086,97.5908126831055,101.498092651367,96.936767578125,96.16015625,97.217041015625,97.73193359375,98.1619873046875,97.8527297973633,97.7995071411133
Ecuador,,,,,91.6373901367188,89.6163177490234,89.1750030517578,92.3571014404297,,94.750862121582,94.6711730957031,95.0135879516602,93.8847732543945,93.3007583618164,92.9491806030273,97.226188659668,96.75,97.455192565918,,97.3557205200195,102.589241027832,106.147247314453,106.038177490234,104.817718505859,106.416030883789,99.7470779418945,97.2339401245117,99.7396621704102,99.0626831054688,96.3903732299805,95.780632019043,94.704963684082,100.747230529785,101.45491027832
"Egypt, Arab Rep.",,,,,,,,80.672737121582,,87.4282913208008,86.7628326416016,85.3767166137695,86.0245132446289,82.7391967773438,84.1423034667969,83.5653533935547,81.605583190918,85.1869201660156,,88.1973114013672,89.6016387939453,,,92.1044769287109,,,87.8639221191406,87.0484924316406,90.8248825073242,93.0458374023438,96.92626953125,97.4683609008789,,
Euro area,99.5020294189453,98.9947204589844,99.5991668701172,99.8106307983398,99.8438720703125,99.2035980224609,99.1511611938477,99.1489486694336,99.1466522216797,99.1823501586914,97.8008804321289,99.7313995361328,98.4676284790039,98.2239685058594,98.8404235839844,98.4233932495117,98.0384292602539,98.7353668212891,99.1878204345703,98.6654586791992,98.1350479125977,98.1600036621094,97.5518417358398,97.5384826660156,97.0111465454102,97.4853134155273,96.8750076293945,96.9023971557617,96.7717208862305,97.2108688354492,96.924919128418,97.5358505249023,96.8313369750977,96.837760925293
Eritrea,,,,,26.7527809143066,33.0771217346191,42.0226097106934,46.1769714355469,,48.1207008361816,52.2082481384277,53.8155899047852,48.3932609558105,51.8484802246094,55.0377197265625,69.9257202148438,62.9352607727051,62.289981842041,56.5312805175781,60.9336891174316,52.9957008361816,52.2414283752441,49.1118087768555,48.5601196289062,52.060001373291,52.7762718200684,,59.2061996459961,57.8843612670898,54.3553848266602,,,51.5567893981934,
Spain,103.404579162598,,,103.784156799316,104.693870544434,,,,,,,,,,100.534408569336,,99.8931503295898,99.8384170532227,99.156379699707,98.5727233886719,99.0792388916016,96.6780014038086,97.0631637573242,96.7015075683594,96.6954879760742,96.2493133544922,95.2841033935547,97.1837463378906,96.2591018676758,97.2381820678711,96.5362014770508,99.1389312744141,98.696533203125,
Estonia,,,,,,80.1100311279297,87.6418991088867,,89.6949462890625,95.3874435424805,99.0695419311523,102.189010620117,102.252960205078,104.106376647949,106.019073486328,102.509269714355,102.478256225586,101.337387084961,101.948883056641,100.129867553711,100.504348754883,100.178886413574,98.0341033935547,97.9731979370117,99.0068511962891,96.443717956543,98.1747665405273,95.995719909668,96.8126907348633,97.1564712524414,95.94140625,98.197021484375,98.257568359375,
Ethiopia,,,,,12.3474702835083,12.0096998214722,12.8403997421265,,,13.9905796051025,15.2805004119873,18.928129196167,21.553840637207,24.2598495483398,27.4896106719971,34.7656517028809,40.6859588623047,41.5843315124512,45.5407409667969,49.7425193786621,55.8174285888672,50.9856185913086,51.4121055603027,,52.4973220825195,52.042366027832,,,,,61.9385261535645,,60.8887672424316,55.4407005310059
European Union,98.4689865112305,97.5427627563477,97.9340362548828,98.4535903930664,98.5560684204102,97.6796264648438,98.1020202636719,98.3904037475586,98.4176788330078,98.7298202514648,97.759880065918,99.8235397338867,98.8652572631836,98.3902206420898,98.6983489990234,98.441032409668,98.2879409790039,98.5448532104492,98.6814575195312,98.4185409545898,98.1246337890625,98.1120986938477,97.4572906494141,97.396369934082,96.9766387939453,97.613410949707,97.0534515380859,97.5257568359375,96.2524795532227,96.5248413085938,96.4083786010742,97.1166915893555,96.5911407470703,96.6036834716797
Fragile and conflict affected situations,53.4980392456055,54.0450210571289,53.4819602966309,53.8193511962891,52.9513511657715,52.613410949707,52.8214912414551,52.3315086364746,52.0192909240723,51.6577682495117,52.1552085876465,53.0556793212891,53.8327713012695,55.0872611999512,56.1416091918945,58.6319007873535,60.6063919067383,59.5506401062012,59.6898193359375,61.8299789428711,63.6274909973145,63.3286285400391,64.10595703125,63.7260093688965,64.4349365234375,64.7846832275391,65.4107208251953,65.7352905273438,66.2266311645508,66.6138534545898,67.1190338134766,67.88623046875,67.5837173461914,
